index,premise,hypothesis,concatenation_spectral_k2,concatenation_gmm_k2,concatenation_hierarchical_k2,concatenation_spectral_k3,concatenation_gmm_k3,concatenation_hierarchical_k3,concatenation_spectral_k4,concatenation_gmm_k4,concatenation_hierarchical_k4,concatenation_spectral_k5,concatenation_gmm_k5,concatenation_hierarchical_k5,concatenation_spectral_k10,concatenation_gmm_k10,concatenation_hierarchical_k10,semantic_coherence_spectral_k2,semantic_coherence_gmm_k2,semantic_coherence_hierarchical_k2,semantic_coherence_spectral_k3,semantic_coherence_gmm_k3,semantic_coherence_hierarchical_k3,semantic_coherence_spectral_k4,semantic_coherence_gmm_k4,semantic_coherence_hierarchical_k4,semantic_coherence_spectral_k5,semantic_coherence_gmm_k5,semantic_coherence_hierarchical_k5,semantic_coherence_spectral_k10,semantic_coherence_gmm_k10,semantic_coherence_hierarchical_k10
132,Some people riding scooters in the street.,Dogs riding scooters in the street.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
133,A shirtless man is playing a red set of drums.,Everyone is fully clothed.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
134,"A man, wearing a green coat and tan tuque, sorts through a crate of tomatoes.",The man is looking through peas.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,3,2,0,2,2,7,1,2
135,Four musicians perform on stage.,People are writing music in a studio.,0,0,0,2,0,2,0,0,2,2,0,2,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
136,A bride and groom slow-dancing while the wedding guests watch.,A newly wed couple is driving off in a limo.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
137,A woman is cooking food in a kitchen.,A woman reading in the kitchen.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
138,Two women looks over an item at a Chinese convenience store.,Two men are in a gas station,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,0,1,0,0,1,0,3,4,1,3,4
139,A girl in a blue shirt walking with a man.,The girl is sleep.,0,1,0,1,2,1,2,3,0,4,2,1,2,5,6,0,0,0,0,2,0,0,2,0,0,4,0,6,5,6
140,A group of people running on a beach at dawn.,A group of people are walking along the beach in the afternoon.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
141,A mother stands in a kitchen holding a small baby.,A mother is clapping her hands.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,2,0,1,2,0,1,2,1,3,2
142,"Two young girls, one in sunglasses, play with a large soap bubble in the park.",Two kids are jumping rope.,0,0,0,2,0,1,2,0,0,4,2,0,0,7,0,0,0,0,2,2,0,2,2,0,2,4,1,5,8,7
143,A man with a green motorized bike looks across the lake at a city.,A man pushes his bike into a lake.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,0,0,3,0,0,3,0,8,3,0
144,People hanging out and talking about their interests.,The people are silent.,0,0,0,2,0,2,0,0,2,2,0,2,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
145,Donkey pulled cart parked in front of small shops.,Motorized cart driving through the streets.,0,1,0,1,1,1,0,1,0,2,1,0,9,1,0,0,1,0,0,1,2,0,1,2,0,3,2,1,7,2
146,White man sits on the floor among scattered clothing and bags.,Nobody is sitting.,0,1,0,2,1,1,0,1,0,2,1,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
147,A person wearing a cone-shaped hat is walking down the street with many bags.,A man carries a tuba.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,0,0,4,0,7,6,0
148,"Man in dark business suit, sitting by a marble water fountain, wearing eyeglasses and talking on his cellphone with newspaper on his lap.",A man is at his desk in front of a computer.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,2,0,3,2,0,2,2,7,6,2
149,indian ladies dancing in front of crowd,Indian ladies are sitting around playing cards,0,0,0,2,0,1,0,0,0,2,0,1,9,9,5,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1
150,Three boys in the middle of a squirt gun battle.,the boys are playing with bottle rockets,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,0,0,0,0,3,0,0,3,1,1,3,7
151,A semi truck with a cement mixer on the trailer attached to it is parked on the street near a driveway.,A woman goes for a run.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
152,A man in a red striped shirt talks in to a microphone.,A man is reading in the library.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
153,Cowboy being thrown off bucking horse.,The man is driving his car to the stadium.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
154,Boston Bruins and Pittsburgh Penguins playing ice hockey.,They are in the middle of a grassy field.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,1,0,0,1,0,2,1,0,0,1,0,4,4,1,8,4
155,Two people sit in an old run down building at night.,The people are running in the streets.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,0,1,0,4,4,1,8,4
156,People walking on dirt road with two trucks,dog sleeps in a chair,1,0,0,0,0,1,3,2,0,3,4,0,5,3,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
157,Three young men standing in a field behind a barbecue smiling each giving the two handed thumbs up sign,Three women stand in a field behind a barbecue smile at each other,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
158,A man in a hat with a green scooter is standing by the water in a park.,The man is standing on the scooter.,0,1,0,1,1,1,1,1,0,0,1,0,8,8,0,0,1,0,0,1,2,0,3,2,0,1,2,7,1,2
159,A little tan dog with large ears running through the grass.,The dog is seated on the bench.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,2,0,1,2,3,1,4,3,2,9,3
160,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,Two women are doing yoga.,0,0,0,2,0,2,0,0,2,2,0,2,9,9,1,0,0,1,0,0,1,0,0,1,0,4,4,1,8,4
161,There is an old woman in front of a window.,The woman is asleep in her bed.,0,1,0,1,2,1,1,3,0,0,3,0,1,9,2,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
162,A blond woman in a cowboy hat is carrying a multicolored messenger bag.,woman sitting in a cafe,0,1,0,1,2,1,1,3,0,0,3,0,2,9,0,0,0,0,0,2,0,0,0,0,0,4,0,1,8,1
163,Skier in midair with forest in background.,The skier is in midair with a desert in the background.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,2,3,1,2,4,1,2,4,7,2
164,"this Black Dude, in the Brown Shirt, is singing a song.",Adele is singing.,0,1,0,2,2,2,0,3,2,2,3,2,6,4,4,0,0,0,0,0,2,0,0,2,0,0,2,7,3,2
165,A brown dog is shaking off the snow.,A white dog is swimming.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,2,3,1,4,3,2,9,3
166,Three men in orange vests are pulling a jeep out of a ravine while another man sits inside.,The jeep is being pulled out by babies.,0,0,0,2,0,1,0,0,0,2,0,0,9,0,0,0,1,0,0,1,2,0,3,2,0,0,2,1,0,2
167,A woman in a white shirt is running with a dog in the grass.,A woman is petting a cat in her lap.,1,1,1,0,2,0,3,3,3,3,3,3,1,9,3,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
168,"A skinny shirtless man wearing sunglasses, a tiger scarf around his neck and a black belt and jeans is hammering on a metal rod.",Man pushing a rod.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,3,2,0,2,2,7,1,2
169,A person is show upside down on his bicycle over a large field.,An old woman is upside down on her bicycle.,0,1,0,1,2,1,1,3,0,0,3,0,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,7,0
170,A large white bird pulling a fish out of the water.,someone is eating a bird,1,1,0,0,2,1,3,2,0,3,4,0,5,3,0,1,1,0,1,0,0,1,3,0,1,3,0,2,3,0
171,A mid sized mixed gender choir sings while the director motions to keep beat.,There is an all female choir.,0,0,0,2,0,2,0,0,2,2,0,2,6,9,4,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
172,A guy is communicating with someone in a car.,A guy is communicating with someone in a plane.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
173,A redheaded girl offers the peace sign as she swims in the pool with floaties.,A brunette girl sits in a law chair reading a book.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,2,0,0,0,0,0,4,0,6,5,6
174,A man child carries two loaves of bread through the store.,A man is stealing a car.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
175,Guy drilling near a lamp post.,A person cutting down a tree.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,0,0,2,0,7,1,0
176,A group of native looking women in bright clothing.,The women are all dressed in black.,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,1,0,0,1,0,0,1,0,0,0,0,1,5,1
177,greyhounds racing on a track,The dogs are not racing.,1,0,1,0,0,0,3,2,3,3,4,3,4,3,3,1,1,0,1,0,0,1,3,3,3,0,3,3,3,3
178,A woman walking with a beverage in her right hand.,A woman puking in the sink.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
179,A man wearing dark clothing is talk to a young boy while they are walking down the sidewalk.,A man with dark clothes in in the middle of the road.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,3,0,0,2,0,7,1,0
180,Child in a blue diaper underwater in a pool with his eyes shut.,the child is on the rooftop,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,2,0,0,4,0,7,3,0
181,A group of men play croquet.,A group of men are playing soccer.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
182,The brown and white dog is in the water.,A brown dog and a white dog are in the water.,1,0,1,0,0,0,3,2,3,3,4,3,5,3,3,1,1,0,1,1,0,1,1,3,1,1,3,2,7,3
183,A worker dressed in orange overall sprays off an ocean side road with high pressure water.,The road is dry.,0,1,0,1,1,1,0,1,0,2,1,0,9,5,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
184,A man in a blue shirt pulling a cart with large bags full of cans.,A man is pulling a cart filled with books in bags.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
185,A person creates a tattoo of a rose on a woman's arm.,A woman gets a tattoo of a sunflower.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
186,A man dressed in a funky outfit is playing guitar.,A man is wearing a funky outfit to prom.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,2,0,7,1,0
187,Two girls posing for a picture on a path surrounded by trees.,Two girls are playing tennis.,0,0,0,2,0,1,2,0,0,4,0,1,2,7,6,0,1,0,0,0,2,0,3,2,0,0,2,6,5,2
188,A woman chats with a smiling police officer.,The police officer is frowning.,0,1,0,1,2,2,1,3,2,2,3,2,2,9,1,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0
189,"Toddler in blue shirt and beige khaki shorts and brown shoes, holding a small blue shovel, walking along beach shore with two white seagulls swooping towards him.",A toddler plays in a bathtub.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,1,3,5
190,Three children play outside of a run-down building.,There are children watching others play,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,1,0,2,1,0,2,0,1,5,3,7
191,A dog jumps and catches a Frisbee in the grass.,A cat chases a frisbee across a parking lot,1,1,1,0,2,0,3,2,3,3,4,3,7,3,3,1,1,0,1,0,2,1,3,2,0,0,2,1,3,2
192,A football player is about to catch a football.,The football player is sitting on the bench.,0,1,0,2,1,2,2,1,2,1,1,2,3,1,7,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0
193,A young girl and boy play facing each other in a park.,Two children are sitting in the backseat of the car on the way home.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,0,0,0,2,0,0,2,0,0,4,1,7,8,7
194,A dark-haired man wearing blue jeans is in mid jump on the ledge of a mountain area.,A dark-haired man is lying on the ledge.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,3,2,0,3,2,7,1,2
195,A woman in white is holding a bouquet of roses.,A man holds a bouquet of roses.,0,1,0,1,1,1,1,1,0,0,1,1,2,8,5,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
196,A child flying a kite.,The woman crashed the kite.,0,1,0,1,2,1,1,3,0,0,2,0,8,4,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
197,A group of cyclists is pausing nearby a green and tan sign.,The cyclists are playing the tuba.,0,0,0,1,0,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,0,3,0,8,5,0
198,A toddler in a white and yellow outfit is reaching for a yellow paper Japanese lantern on a wooden fence.,The toddler is wearing black,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,1,3,5
199,A police officer riding a motorcycle.,There is a firefighter in a truck.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,0,0,0,3,0,0,2,0,7,3,0
200,A blond-hair boy wearing a light blue sweater and light blue shorts walks along a dirt path.,A blonde haired boy is home sleeping.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,7,3,5
201,Two men one playing a flute and one dancing.,The man with the axe is ready to kill the dancer.,0,1,0,2,1,1,0,1,0,2,1,0,6,0,0,0,0,1,0,0,1,0,0,1,0,4,4,7,3,4
202,"A young, fit, tanned man in bright blue Speedos adjusts his swimming goggles.",the young man is wearing the red speedos,0,1,0,1,1,1,1,1,0,0,1,0,2,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
203,"A woman sits on a bench trying on a dressy sandal, with shoe boxes visible in the background.",The woman finds it easy to stand and try on shoes.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
204,A man dressed in working clothes shovels some dirt.,A women dumps sand on a beach.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,0,0,0,2,0,0,2,0,0,4,0,7,8,0
205,People try to make a point about how big companies do n't care about people and only car about money.,Birds are flying in the sky.,0,0,0,1,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
206,A girl rides a unicycle with a child who rides a scooter.,Nobody is riding,0,0,0,2,0,1,0,0,0,2,2,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
207,Two men sit on opposite sides of an advertisement in a bus shelter.,Two men are playing chess,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
208,"Hockey goalie dressed in black with vaughn printed on pad, appearing to have missed the puck.",The hockey goalie is a zombie controlled by the Russians.,0,1,0,2,1,2,2,1,2,1,1,2,3,1,7,0,1,0,0,1,0,0,1,0,0,0,0,9,0,0
209,Three girls run a race in the mud.,three girls are racing inside,0,0,0,2,0,1,0,0,0,2,0,1,2,7,6,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
210,Three young women are playing softball.,Three women are watching a game of baseball on television.,0,0,0,2,0,1,2,0,0,2,3,1,3,9,6,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1
211,A woman is preparing food at a table.,the lady slept in her bed,0,1,0,1,2,1,1,3,0,0,3,0,1,9,2,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
212,"A woman is singing and playing the piano, at what appears to be a concert or event.",A man is singing and playing the piano alone.,0,1,0,1,2,2,0,1,2,2,1,2,6,5,4,0,1,0,0,0,0,0,3,0,0,3,0,7,3,0
213,Some on is getting body art done by someone with a lot of body art.,Nobody making art,0,0,0,1,0,1,0,0,0,2,0,0,9,5,0,0,1,0,0,1,2,0,1,2,0,0,2,1,0,2
214,A man washing windows is suspended outside a building on a seat on a rope with a bucket hanging on the side of the seat.,A man is throwing mud at windows from the sidewalk.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,2,0,3,2,0,2,2,7,1,2
215,Female wearing white earmuffs walking on a paved road.,the female is seated,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
216,The blacksmith checks the fire pit to see if it is hot enough.,A group of blacksmiths are finished working.,0,0,0,2,0,1,0,0,0,2,0,0,9,0,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
217,A man is riding a powered para-glider in the air at sunset.,The pilot is flying an airplane.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8
218,Two dogs meeting near the water's edge,Two dogs are sleeping cuddled up.,1,0,1,0,0,0,3,2,3,3,4,3,4,3,3,1,0,0,1,0,0,1,0,3,3,0,3,3,8,3
219,Three workers unloading flowers from a large truck.,The movers are loading furniture.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
220,Unhappy looking dog under a blow dryer.,A dog romps on the grass.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,0,0,1,3,3,1,3,3,2,9,3
221,A person is falling from the sky with a parachute with mountains and a body of water in the background.,"People jump out of a plane while it's still on the ground, on fire.",0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,0,2,0,3,2,0,3,2,1,3,2
222,A woman in a plaid shirt looks at a box of food while another woman to her left in a blue shirt is texting on her phone.,The woman is looking at books.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
223,An older woman in a scarf and fur-lined coat sits down across from a younger woman who is standing.,The older woman is riding a unicycle.,0,1,0,1,2,1,1,3,0,0,3,0,2,9,0,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
224,A woman and two children stand in front of a statue while random people wander the city square.,There is a group of cats climbing a tree.,0,0,1,2,0,0,0,0,3,2,0,3,9,6,3,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
225,A woman with an orange shirt selling vegetables on the street.,A woman is selling clothes,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
226,A man catches a decent sized fish and is taking it off the hook,A woman is unhooking a fish.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,1,0,0,1,2,0,1,2,0,1,2,7,7,2
227,A little girl is getting splashed by water.,A child is resting on dry sand.,0,1,1,1,2,0,2,3,1,4,2,4,0,2,9,0,0,0,0,0,0,0,0,0,0,4,0,6,5,6
228,A small blond boy slides head first down a blue playground slide toward another blond youth.,the two boys are sliding feet first together down the slide,0,0,1,2,0,0,2,0,1,4,2,4,0,7,9,0,1,0,2,1,0,2,1,0,2,1,1,5,7,5
229,A black and white spotted dog jumps over a stream.,The cat jumps over the stream.,1,1,1,0,2,0,3,2,3,3,4,3,7,3,3,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
230,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,0,1,1,1,1,0,1,1,1,0,1,4,1,8,9,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
231,"Four people near a body of water, one sitting and three standing, while two people walk on a nearby sidewalk.",A group of people are inside a building.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
232,Three people on two separate motorcycles pass one another on what appears to be a race in Asia.,The three people were watching the race on tv,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
233,A man is making pretzels.,The man is eating a hot dog.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
234,A girl is observing some carvings on a stone wall.,The carvings are drawn on the wall in crayon.,0,1,0,1,2,1,1,3,0,0,2,0,2,4,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
235,A woman in an apron drinking a coffee drink and eating a cookie.,A woman is working in a factory,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
236,A man wearing a white striped top and a white hat is sitting in front of a sewing machine.,A man has a blue hat,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,7,1,0
237,Two boys and two girls jump as they have their photo taken.,Four kids are laying down for a photo,0,0,0,2,0,2,2,0,2,4,2,2,0,7,7,0,1,0,2,1,0,2,1,0,2,1,1,5,0,7
238,Two men and one woman wearing suits walking down a street.,There are four men.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
239,A girl in a red shirt is sitting with a laptop on her lap.,The girl is wearing a green shirt.,0,1,0,1,2,1,2,3,0,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
240,A brown dog is running through the grass panting.,A brown dog is running through the desert.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,1,2,1,1,2,1,1,2,2,9,2
241,A man handing a box to a group of men.,Man is sitting at home watching a TV show about men.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
242,Three school-aged children in uniforms jumping rope,The people jumping rope are adults.,0,0,0,2,0,2,2,0,2,4,0,2,0,7,7,0,1,0,0,1,2,0,3,2,0,0,2,1,3,2
243,Sportscaster Jim Rome looking dapper.,An athlete is jumping.,0,1,0,2,1,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,4,4,7,8,4
244,A boy sitting in water.,A girl is flying a kite.,0,1,1,1,2,0,2,3,1,4,2,4,0,2,9,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
245,five children lie on a gymnasium floor holding hands while a sixth attempts to pull them all along in a chain.,Twenty dogs are eating rabbits.,0,0,0,2,0,2,2,0,2,4,0,2,0,7,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
246,A black and white dog has a red toy in his mouth and is jumping.,The dog is chasing a bicycle.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,3,3,1,3,3,2,9,3
247,A young Asian woman in silver high heels and short skirt stands on a sidewalk.,A woman is dancing with her child.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,2,0,0,2,0,0,4,0,1,8,1
248,Man standing by a poster of religious beliefs.,Man running on a beach.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,4
249,A man holding a red and white flag rides a horse on the beach with a dog following beside.,Nobody has a flag,0,1,0,1,1,1,0,1,0,2,1,0,9,5,2,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0
250,A black man in a t-shirt and jeans is posing in front of a firehouse.,The man is inside the firehouse.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,3,0,7,3,0
251,A man jumps off a ramp on a snowboard.,A woman jumps off a ramp on a snowboard.,0,1,0,1,2,1,1,3,0,0,3,0,8,1,0,0,1,0,0,1,2,3,1,2,4,1,2,8,7,2
252,A woman with pink hair square next to her pink dogs to take a picture.,The dogs are hairless.,1,0,1,0,0,0,3,2,3,3,4,3,4,5,3,1,0,1,1,2,1,1,2,1,3,4,4,3,8,4
253,Older man is sitting in a car.,the older man was eating an ice cream cone,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,3,0,0,2,0,7,6,0
254,a man is climbing a cliff with his feet on a brown metal plate,a man is climbing a cliff with his feet on a blue metal plate,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,7,2
255,A man and a woman sit on a car and face the opposite way of the camera.,A rusted car is the only thing visible.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
256,"A young boy runs down a field, wearing a name tag.","There is a young worker, sitting in a break room.",0,1,0,1,1,1,2,1,0,4,2,0,0,2,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
257,A lack dog and a brown and white dog run on a gravel surface with something red underfoot.,The dogs are hiding under the kitchen table.,1,0,1,0,0,0,3,2,3,3,4,3,4,3,3,1,0,0,1,2,0,1,0,3,3,4,3,3,8,3
258,A man pans rocks in a button-down shirt and long shorts.,A woman plays tennis.,0,1,0,2,2,2,2,3,2,0,3,2,2,4,7,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
259,"A young woman dressed in white with angel wings is balancing a bowling pin, while a man with a clowns nose is catching a bowling pen.",The angel is wearing black.,0,1,0,1,2,1,1,3,0,0,3,1,2,1,5,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
260,A little Asian girl is poking at her face and poking her lip out as if to make a funny face.,The little girl's face is stuck that way.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,1,0,0,1,2,0,1,2,0,1,2,6,5,2
261,"At a naval yard, a man in a white Navy officer's uniform is standing by two older men having a discussion.",A woman drinking a bottle of Saylor Jerri rum,0,1,0,1,2,2,1,3,2,0,3,2,2,4,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
262,an asian girl wearing a red hat along side several others with red hats as well,The woman's hat is green.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,6
263,A man asleep on another sleeping man's lap on a park bench.,A man is inside  eating.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
